ID,Text,United_States_Hate,Australia_Hate,United_Kingdom_Hate,South_Africa_Hate,Singapore_Hate
SBIC-194,"Arseniy Yatsenyuk approved as Ukraine 's new prime minister Arseniy Yatsenyuk , Ukraine 's new prime minister Published February 27 , 2014 / URL Source : Arseniy Yatsenyuk approved as Ukraine 's new prime minister | Fox News",0.0,0.0,0.0,0.0,0.0
SBIC-195,As a poor Southern Man here in Kentucky I wish I could go to the MAGA Movement Rally's and Demonstrations but when you live by a budget and trying to make every unemployment check you get stretch as wide as Rosie O'Donnell's Ass it's hard to do those things,0.0,0.0,0.0,1.0,1.0
SBIC-196,"Asian girls sees a chad...
URL

suicide fuel right here.. chad privilege much?",1.0,1.0,1.0,1.0,0.0
SBIC-197,Asian women hate their race so much they will literally date white supremacists,1.0,1.0,1.0,1.0,1.0
SBIC-198,Asking north Korea not to make nuclear weapons is a bit like asking an Audi driver not to drive too close to the car in front.,0.0,1.0,0.0,1.0,0.0
SBIC-199,At this point I will assume the media is lying about everything other than a Negro being arrested for his murder .,1.0,1.0,1.0,1.0,1.0
SBIC-200,Awwww. What would you call The Flintstones if they were black???????...….. niggars.,1.0,1.0,1.0,1.0,1.0
SBIC-201,"B.S., there would not be a race war because of Whites going out and shooting up non-White neighborhoods ; it is already open season on White Americans and White Europeans and White Australians and White Canadians .",1.0,1.0,1.0,1.0,1.0
SBIC-202,"BREAKING NEWS: Shooting at a New Mexico high school leaves three students dead and 15 injured...

LET US ALL GUESS!",0.0,1.0,0.0,0.0,1.0
SBIC-203,BUT LIKE ME I CANT JUST GO WORK AT MCDONALD'S NOW...Like i gotta do shit to bring HARMONY which is OF LOVE LOVE IS GOD AND IN IT PUREST FORM,0.0,0.0,0.0,0.0,0.0
SBIC-204,Baking was your major in college? Our Führer has the perfect job for you.,0.0,1.0,1.0,0.0,1.0
SBIC-205,"Beautiful, I 'm so glad it went well .",0.0,0.0,0.0,0.0,0.0
SBIC-206,Being colorblind has given You the Degenerate Fucked Up Country you've got Now.....If You like It.....Keep Doing what you're Doing !......Azzmador,1.0,1.0,1.0,1.0,1.0
SBIC-207,Being tall is a good advantage for being taller It's also good if you wanna get shot easily.,0.0,0.0,0.0,0.0,0.0
SBIC-208,"Bhopal Gas Tragedy killed 15000 Indians Yeah while you are here, please send bob",0.0,1.0,0.0,0.0,1.0
SBIC-209,Black ' females ' fighting with black police in Harlem after the officers try to ticket them for skipping their fares .,0.0,1.0,1.0,0.0,0.0
SBIC-210,Black People are functional members of society. Lock this post if you agree,0.0,0.0,0.0,0.0,1.0
SBIC-211,"Black Student:: Yeah man us Black people don't do too well in water. White student:: Yeah, yall took advantage of that free boat ride huh? An exchange my friend who attends Lake Forest College overheard.",1.0,1.0,1.0,1.0,1.0
SBIC-212,Black men always lock their own kids out of their life. Lock this thread if you agree.,1.0,1.0,1.0,1.0,0.0
SBIC-213,Black people are like mitochondria They're the powerhouse of the cell,1.0,1.0,0.0,1.0,1.0
SBIC-214,Black people are nothing like monkeys because at least monkeys are well behaved,1.0,1.0,1.0,1.0,1.0
SBIC-215,Black people arent like sperm Black people can't swim and sperm swims so they are unsuccessful,1.0,1.0,1.0,1.0,1.0
SBIC-216,Black people deserve the same rights and the civil rights act wasn’t a mistake. Lock if u disagree.,0.0,0.0,0.0,0.0,0.0
SBIC-217,"Blacks are a lot like apples After all, it's just natural for them to hang from trees",1.0,1.0,1.0,1.0,1.0
SBIC-218,"Blacks can shoot , funny thing is they only seem to be able to hit the little innocent law abiding child , walking home from church to help take of their sick mother .",1.0,1.0,1.0,1.0,1.0
SBIC-219,Blue Bell ice cream has one showing five kids one black playing in the fields and barn .,0.0,0.0,0.0,0.0,1.0
SBIC-220,"Broke: Worried that a 3rd world immigrant is going to murder me or someone in my family

Woke: Worried that a jury of 3rd world immigrants will let them get away with it

#KateSteinle",1.0,1.0,1.0,1.0,1.0
SBIC-221,Build a wall throw the illegals over it and put it on PPV where all the money goes to the troops.,1.0,1.0,1.0,1.0,1.0
SBIC-222,But you are too strong to be raped.,0.0,1.0,0.0,1.0,0.0
SBIC-223,But you're not REALLY disabled. You look so pretty!,0.0,1.0,1.0,1.0,0.0
SBIC-224,Cagondie bailando fucking shuffle en nava esto es la focking polla,0.0,0.0,0.0,0.0,1.0
SBIC-225,Can someone explain unwelcome and involuntary when it comes to verbal sexual harassment?,0.0,0.0,0.0,0.0,0.0
SBIC-226,Check out CBSN On Assignment on CBS at 9pm they are gonna tell moslem kids its not right to cut peoples heads off... could be funny,1.0,1.0,1.0,1.0,1.0
SBIC-227,Chingle changle goes the jew Because of the pennies in his pocket that he stole from you,1.0,1.0,1.0,1.0,0.0
SBIC-228,Cleary has been there two days. Two fucking days. But yeah it him kicking players out &#128580; Give me a fucking spell.,0.0,0.0,0.0,0.0,0.0
SBIC-229,"Coffee just dinged, so I'm going to finish this story quickly.",0.0,0.0,0.0,0.0,0.0
SBIC-230,"Colombians hate Americans, so let the haters die in the mud. Every Colombian child killed in the mudslides, one less future American hater.",1.0,1.0,1.0,1.0,1.0
SBIC-231,"Compare your ideal woman to a drink, and then to food Joe says red wine and steak. Bob says coffee and blue berries. Joe asks how that is an ideal woman, Bob says “black and blue”",1.0,1.0,1.0,0.0,1.0
SBIC-232,"Cool, finally got it working just in time to hear someone call in and let the host know that thanks to Stormfront , the show is being listened to all over the world .",0.0,0.0,0.0,0.0,0.0
SBIC-233,Countdown until GamerGate screencaps and starts talking about how fat I am. <3,0.0,0.0,0.0,0.0,0.0
SBIC-234,"Crosspost: /r/Atheism submission notes how large percentages of Muslims support killing women for adultery, while omitting fact that the same percentage supports killing men.",0.0,0.0,1.0,1.0,0.0
SBIC-235,Current GOP demonstrating depth of their Christian values. @USER @USER @USER #HaveAHeart URL,0.0,0.0,0.0,0.0,0.0
SBIC-236,Currently sitting down wishing a bitch would.&#128133;,0.0,0.0,1.0,0.0,1.0
SBIC-237,Dating after 30 like trying to find a parking space... The good ones are taken and the rest are handicapped,0.0,1.0,1.0,1.0,0.0
SBIC-238,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.",1.0,1.0,1.0,1.0,1.0
SBIC-239,Dear republicucks: yes we've noticed how quick you were to throw judge Moore under the bus we also know it's not a coincidence you and the left oppose the same people,1.0,1.0,0.0,0.0,1.0
SBIC-240,Dicks are basically ar-15s Only disabled kids whip em out in class,1.0,1.0,1.0,1.0,0.0
SBIC-241,Did they try turning Stephen Hawking off and on again?,0.0,1.0,0.0,0.0,0.0
SBIC-242,Did you hear about the Irish exorcism? They had to bring in the devil to get the priest out of the child.,1.0,1.0,1.0,1.0,1.0
SBIC-243,Did you hear about the two car pile up in Mexico? 200 Mexicans died.,1.0,1.0,1.0,0.0,0.0
SBIC-244,"Did you know it's possible for a woman to have an orgasm when she's being raped? I mean come on, is there anything they won't ruin?",1.0,1.0,1.0,1.0,1.0
SBIC-245,Did you know that Germany came up with sparkling water Who else would think of adding gas.,1.0,1.0,1.0,1.0,1.0
SBIC-246,Did you know that Ray was not the inventor of the X-Rays? He was his little brother.,0.0,0.0,0.0,0.0,0.0
SBIC-247,Did you know there's an equation to calculate the rate of Jews who left concentration camps? Chimney length vs. wind speed.,1.0,1.0,1.0,1.0,1.0
SBIC-248,Disgusting whore has sex with her gay friend and gets HIV.,1.0,1.0,1.0,1.0,1.0
SBIC-249,Dj Khaled is retarded,0.0,1.0,1.0,0.0,1.0
SBIC-250,Do schools have speed bumps? Because I think I hit a couple eariler today but I never recall seeing any at that school before.,0.0,0.0,0.0,0.0,0.0
SBIC-251,Do tell feminist hypocrites who organized abuse report fraud to REPEATEDLY ban @USER of #WomenAgainstFeminism how you #LetWomenSpeak.,1.0,1.0,0.0,0.0,0.0
SBIC-252,Do you ever ask yourself why you have a screen name that 's reminiscent of the sound a butthole makes after too many beans ? .,0.0,0.0,0.0,0.0,0.0
SBIC-253,Do you know how copper wire was invented? Two Jews fighting over a penny,1.0,1.0,1.0,1.0,1.0
SBIC-254,Do you know what’s the worst part of a blow job ? It’s when you realize the 72 virgins were a lie.,0.0,1.0,1.0,0.0,1.0
SBIC-255,"Do you want to know how a depressed person can beat depression quick? Just give them a chair and a rope, the depression will be gone in a matter of minutes!",1.0,1.0,0.0,1.0,1.0
SBIC-256,Doesn't make it to formal one time out of my four years of college and everyone and their grandmas still remember &#128579;,0.0,0.0,0.0,0.0,0.0
SBIC-257,Don't forget to catch us tomorrow for the last workplace challenge on @USER with @USER,0.0,0.0,0.0,0.0,0.0
SBIC-258,Don't mind how we strong racist Republican people enjoy our freedom of playing out or acting out as free as we want and do whatever we want as we vote for you to do the same but remember we all ready if you like to abuse our friendliness for such freedom #GodBlessAmerica,0.0,1.0,0.0,0.0,1.0
SBIC-259,Don't subtweet me you conniving stupid idiotic bitch &#128580;,0.0,0.0,0.0,0.0,0.0
SBIC-260,Don't worry about Mr. ________.  He's just extremely Jewish.,1.0,1.0,1.0,0.0,1.0
SBIC-261,"Don’t bully people with obesity! I’m being serious guys, they already have enough on their pl8!",0.0,1.0,1.0,1.0,1.0
SBIC-262,"Education system is messed up for the same reason everything else is messed up - Jews , non-whites and liberal women run and ruin everything .",1.0,1.0,1.0,1.0,1.0
SBIC-263,"Ever notice the way the mechanisations of the state , always side with their anti-fascist NWO goffers ?",0.0,0.0,1.0,0.0,0.0
SBIC-264,"Ever since I've become a cop, I've had to deal with endless cases of rape victims. I mean, these women trust me too much with my uniform on.",1.0,0.0,1.0,0.0,0.0
SBIC-265,Everyone in this thread is sick for making dark jokes! I just got my 7 year old judaism converted autistic paraplegic daughter pregnant insted of my dead one cause I was busy laughing while having a threesome.,1.0,1.0,0.0,1.0,1.0
SBIC-266,Exposed man charged with risk of injury Found with child in car Just another day in da hood ....,0.0,0.0,0.0,0.0,0.0
SBIC-267,F-K-G Leftists want to destroy every single institution that makes America the country that she is.,1.0,1.0,1.0,1.0,0.0
SBIC-268,FAB NEW 925 Silver Adjustable Brown Cord Bracelet with 14 Karat Gold Plated CZ Circle $18 @USER URL,0.0,0.0,0.0,0.0,0.0
SBIC-269,"FAST F - FACE: Has it fallen on one side?
A - ARMS: Can they raise them?
S - SPEECH: Is it slurred?
T - TIME... to get her knickers down. The rohypnol has kicked in.",0.0,0.0,1.0,0.0,1.0
SBIC-270,FOR ALL THE IDIOTS THAT BELIEVE THE ILLEGAL IMMIGRATION PROBLEM STARTED A FEW DECADES AGO......I BELIEVE IT WAS 1965.....NO MORE IMMIGRATION PERIOD......BUILD YOUR OWN COUNRTIES MOTHERFUCKERS,1.0,1.0,1.0,1.0,1.0
SBIC-271,Fat fucking funky nasty ass hoes,0.0,0.0,1.0,1.0,1.0
SBIC-272,"Fat girls, landwhales, ugly girls
So on online dating why do they think they are entitled to chad?",1.0,1.0,1.0,1.0,1.0
SBIC-273,"Fat hoes on Twitter calling themselves Barbies, bitch you ain't no damn Barbie you a damn care bear.",1.0,0.0,1.0,1.0,0.0
SBIC-274,"Father's wise words on my 23rd Birthday
""After shagging a dozen birds you'll probably want to settle down"" - my Father.",0.0,0.0,0.0,0.0,1.0
SBIC-275,"Female loneliness
\>ignores 90% of men

\>only fucks Chads

\>gets pumped and dumped or used as a cum dumpster when Chad's main bitch is being a bitch



\>""I'm lonely girls can be incel too :(""",1.0,1.0,1.0,1.0,1.0
SBIC-276,"Feminism is toxic for men
Discuss and critically evaluate in less than 2000 words.",0.0,0.0,0.0,0.0,0.0
SBIC-277,Feminism- bunch of adult women deciding that it's ok to permanently disfigure a baby boy's penis.,1.0,1.0,1.0,1.0,1.0
SBIC-278,Feminist compares Cologne mass rape to white men raping her with their eyes • /r/european,0.0,1.0,1.0,1.0,0.0
SBIC-279,Fighting fire with fire is not the fucking answer!!! @USER #usairstrike #helpsyria #stopfightingfirewithfire #Airstrikes,0.0,0.0,0.0,0.0,0.0
SBIC-280,Finally something positive I found of the Ethiopians HIV,1.0,1.0,1.0,1.0,1.0
SBIC-281,"Financial Fatherhood
Are men legally able to waive financial responsibility in Texas if they were part of an unplanned/unwanted pregnancy?",0.0,0.0,0.0,0.0,0.0
SBIC-282,"Fly Q-How do you kill 100 Flys at once?

A-Hit an Ethiopian in the face with a frying pan.",1.0,1.0,1.0,1.0,1.0
SBIC-283,Found a Transponder Snail! Shots of those Spooky guys at Thriller Bark! URL #TreCru URL,0.0,0.0,0.0,0.0,0.0
SBIC-284,Gay Muslims are the horniest. They blow the entire neighborhood.,1.0,1.0,1.0,1.0,1.0
SBIC-285,"Genesis 16:12

""He will be a wild donkey of a man; his hand will be against everyone and everyone's hand against him, and he will live in hostility toward all his brothers""

Ishmael was Abraham's firstborn, from his slave Hagar

Ishmael is recognized by Muslims as being the forefather of Muhammad",0.0,0.0,0.0,0.0,0.0
SBIC-286,"Girls will literally try to talk to you about how bad your ex is, then literally be blowing their phone up behind your back. Smh &#128514;",0.0,0.0,0.0,0.0,1.0
SBIC-287,Gladio's tattoo must've cost so much fucking money,0.0,0.0,0.0,0.0,0.0
SBIC-288,"God in Heaven Hitler on Earth

Jews in the atmosphere",1.0,1.0,1.0,1.0,0.0
SBIC-289,God was a big fan of wrestling Until his son got pinned.,0.0,0.0,0.0,0.0,0.0
SBIC-290,"Going braless in a jumpsuit seemed like a good idea, until I was currently sat naked in a public restroom x",0.0,0.0,0.0,0.0,0.0
SBIC-291,"Going to buy some timbs, Air Force 1s, other Nike shoes and idk. I feel the need to expand. OK goodnight for real now",0.0,0.0,0.0,0.0,0.0
SBIC-292,Good news! AIDS is no longer the leading cause of death in Africa! Seems like they're finally starving before a mosquito can bite them.,1.0,1.0,1.0,1.0,1.0
SBIC-293,"Got banned from r/Aspergers for throwing red pills at them
AHAHAHAHAHAHAHAHA 

GET FUCKED, SPERGS",1.0,1.0,1.0,0.0,1.0
SBIC-294,Government won't ley Key residents back til they loot all the guns....,0.0,1.0,0.0,0.0,1.0
SBIC-295,"Guys ( and gals ) , just wanted to say : there are few things more entertaining than watching you do another arrogant negro poster .",1.0,1.0,1.0,1.0,1.0
SBIC-296,Guys I just got my chromosome test back Above average,0.0,0.0,0.0,0.0,1.0
SBIC-297,HI im looken to recrute and i dont know anything bout how to so I was wondering if anyboby can help me out .,0.0,0.0,0.0,0.0,0.0
SBIC-298,HONESTY HOUR: like this post and I'll dm you a name and you gotta quote the tweet and be honest about how you feel about them &#128064;&#128539;,0.0,0.0,0.0,0.0,0.0
SBIC-299,"Hack by ur dope ass girlfriend. I love you more than anything, I'm so lucky to call you mine handsome.&#128536;#mymcmeveryday",0.0,0.0,0.0,0.0,0.0
SBIC-300,"Hahaha, you're so funny! You're not asexual! There's no such thing! Humans are MADE for sex! You just haven't had GOOD sex yet! Someday you'll meet the right guy and you'll want to screw his brains out, and then you'll remember how insane you were to ever say you're asexual!",1.0,0.0,1.0,1.0,0.0
SBIC-301,"Happy birthday, little Sofia, we love you very much and wish the best ever &#128557;❣️&#128149; #HappyBirthdaySofi #WishesForSofi URL",0.0,0.0,0.0,0.0,0.0
SBIC-302,Has anyone created a new sub for the refugees of this sub yet?,0.0,0.0,0.0,1.0,0.0
SBIC-303,"Has to be a parody account. @USER I'm not sexist, but women just shouldn't be sports announcers.",1.0,1.0,1.0,1.0,1.0
SBIC-304,Have you ever tried Ethiopian cuisine? Nether have they,0.0,1.0,1.0,0.0,1.0
SBIC-305,Have you guys seen the new study from BOFA?,0.0,0.0,0.0,0.0,0.0
SBIC-306,"Having a criminal record is more attractive to women than having a PhD
A violent alpha male is the ultimate sexual desire for women.",1.0,0.0,0.0,1.0,0.0
SBIC-307,Having sex with german girls is weird They keep screaming their age for some reason.,1.0,1.0,0.0,1.0,0.0
SBIC-308,"He's a retarded feral negro ( yes , feral humans who cannot talk occasionally pop up , having been abandoned as children. ) .",1.0,1.0,1.0,1.0,1.0
SBIC-309,Heard this from a 12 year old: 'Whats the difference between black people and apples?' I like apples,1.0,1.0,1.0,1.0,1.0
SBIC-310,"Helen Keller walked into a bar and then a chair, and then a table",0.0,0.0,0.0,0.0,0.0
SBIC-311,Her friends knows I fucked her but I deny it and they respect me for that and let me hit too. It a like collateral effect..,0.0,0.0,0.0,0.0,0.0
SBIC-312,"Her:: (talking about her sister): I'm worried that her whole life is going to fall apart and she'll be living in a trailer park. Me:: Not that there's anything wrong with that. Her:: Of course not...but she can't raise her kids in a trailer park. I was with two middle-aged, upper-middle class women after a domestic violence advocacy meeting. I grew up in a trailer park and loved it. Made me feel like I had to defend my childhood and my parents. I get frustrated when where I spent my childhood is considered the worst possible place to live.",0.0,0.0,0.0,0.0,0.0
SBIC-313,"Hey normies, if you are not sure whether a girl likes you, she doesn't
im sorry, but its true.",0.0,0.0,0.0,0.0,0.0
SBIC-314,"Hey son, you know what your brother said when he lost his virginity? Dad, please don’t.

Your exactly right.",0.0,0.0,0.0,0.0,0.0
SBIC-315,"Hi brothers and sisters , i live in wiltshire so if there is anyone else here from wiltshire let me know .",0.0,0.0,0.0,0.0,0.0
SBIC-316,Hitler just suck at running He cant even finish a race,1.0,1.0,1.0,0.0,1.0
SBIC-317,Hitler set some jews on fire and then jews go to Palestine and kill muslims in it The joke there is no relation,1.0,1.0,1.0,1.0,1.0
SBIC-318,Hitler was a good doctor. He cured tons of disabilities.,1.0,1.0,1.0,0.0,1.0
SBIC-319,"Hitler's birthday it's like, ironic and shit. Holy fuck, I can't believe twitter OKed that username and not ""you're sexist as fuck""",0.0,0.0,0.0,0.0,0.0
SBIC-320,Holy Balls....LIBERALS ARE THE BIGGEST F'ing idiots ever!!! #tucker #tuckercarlson Russia Russia Russia,1.0,1.0,1.0,1.0,1.0
SBIC-321,Hopefully in a few hours I'll have the hair I've always dreamed of. Thanks to me fucking it up earlier this year.,0.0,0.0,0.0,0.0,0.0
SBIC-322,"How I explain my ordeal of 25 years of Inceldom
I haven't lost my virginity because I never lose.",0.0,0.0,0.0,0.0,0.0
SBIC-323,"How are people with mental disabilities similar to electronic products? Sometimes they are, ""batteries not included""",1.0,1.0,1.0,1.0,1.0
SBIC-324,How are the Twin Towers similar to a lasagna? They both have ground meat at the bottom,0.0,0.0,0.0,1.0,0.0
SBIC-325,How can a woman take u serious when you're a hoe? I mean RT @USER: How can a nigga take you serious when youre a hoe? Lol like..,1.0,1.0,0.0,1.0,1.0
SBIC-326,How can you tell that it’s your sisters time of the month? When your dads dick tastes funny.,0.0,0.0,0.0,0.0,1.0
SBIC-327,"How dare my son not stand for the national anthem. I don’t care if he’s quadriplegic, this is America, that commie fuck.",1.0,1.0,1.0,1.0,1.0
SBIC-328,How did Hitler kill so many Jews? Free transportation,1.0,1.0,1.0,1.0,1.0
SBIC-329,How did Jews save money on remote communication during WW2? They used smoke signals.,1.0,1.0,1.0,1.0,1.0
SBIC-330,How did they know princess Diana had dandruff? they found her head and shoulders in the glove compartment,0.0,0.0,0.0,0.0,1.0
SBIC-331,How do Autists deal with school? With a reeeeeeeeee-volver,1.0,1.0,1.0,1.0,1.0
SBIC-332,How do you become the most popular kid in school? You shoot it up.,1.0,0.0,0.0,1.0,0.0
SBIC-333,How do you call someone with Down that likes other men A Chromosexual,1.0,1.0,1.0,1.0,1.0
SBIC-334,How do you execute a retard the electric wheelchair,1.0,1.0,1.0,1.0,1.0
SBIC-335,How do you feed a drooling disabled? Just open the cage door and throw him in.,1.0,1.0,1.0,1.0,1.0
SBIC-336,How do you get a Korean dad to let you date his daughter? Don't be black.,1.0,1.0,1.0,1.0,1.0
SBIC-337,How do you know if your dick is big? When she starts screaming “nooo please stop raping me”,0.0,0.0,0.0,1.0,0.0
SBIC-338,How do you know your dad is fucking your sister? When her body isn’t in the freezer.,0.0,0.0,0.0,0.0,0.0
SBIC-339,How do you start a rave in Africa? You staple a piece of bread to the ceiling,1.0,1.0,1.0,1.0,1.0
SBIC-340,"How do you stop a horizon? Push her back down, and slap her if she resists.",1.0,0.0,1.0,1.0,1.0
SBIC-341,How do you successfully advertise sleeping pills? You get Bill Cosby to sponsor you,0.0,1.0,0.0,1.0,0.0
SBIC-342,"How many Jews can you fit in a car? 2 in the front, 3 in the back, and 6 million in the ashtray. 

I’m so sorry.",1.0,1.0,1.0,1.0,1.0
SBIC-343,How many financially central towers can a book take down? Two in new york.,0.0,1.0,1.0,1.0,1.0
SBIC-344,How many holes does a German shower head have? 11,0.0,1.0,1.0,1.0,1.0
SBIC-345,How many jews died in the Holocaust? Not enough.,1.0,1.0,1.0,1.0,1.0
SBIC-346,"How many shots does it take for a black guy to tap out? Twenty, apparently",1.0,1.0,1.0,1.0,1.0
SBIC-347,How much does it cost to enter the Boston Marathon? An arm and a leg.,0.0,0.0,0.0,0.0,0.0
SBIC-348,How to know if you're good at sports Your not good if your not black,1.0,1.0,1.0,1.0,1.0
SBIC-349,"How to tell if you are ugly
If you are over 20 and a virgin, and it's not by choice, then you are ugly.",0.0,0.0,0.0,0.0,1.0
SBIC-350,How's America like the Dark Knight Trilogy? No one gives a fuck about Harvey.,0.0,0.0,0.0,0.0,0.0
SBIC-351,Humans are like bread. We all come from the same loaf of bread but are differently toasted. But who likes burnt toast?,1.0,1.0,1.0,1.0,1.0
SBIC-352,"Husband: ""Right now, for this Women's Day, I am going to make you the happiest woman in the world!"" Wife: ""Oh dear, I will miss you!""",0.0,0.0,0.0,0.0,0.0
SBIC-353,"I BET THE ANTIFA COULDN'T DISRUPT THE NATIONAL REVIEW CRUISE OR SINK THEIR BOAT, NO WAY THEY'RE TOO WEAK AND INEFFECTUAL

(fingers crossed you guys, this just might work)",0.0,0.0,1.0,0.0,0.0
SBIC-354,I SO HATE liberal people and there NONSENSE on TWITTER>  MAY ALL OF THEM get sick of a TERRIBLE Disease and DROP DEAD,1.0,1.0,1.0,1.0,1.0
SBIC-355,"I Support LGBTQ Activities L - Let’s 
G - Go
B - Beat
T - The
Q - Queers",1.0,1.0,1.0,1.0,1.0
SBIC-356,I Told My American Friend To Smoke A Fag When He Gets Stressed He shot up an Orlando nightclub.,1.0,1.0,1.0,1.0,1.0
SBIC-357,I also pulled my son out of public school last year .,0.0,0.0,0.0,0.0,0.0
SBIC-358,"I am a landlord
Every time I have someone who is at least a 7(male or female), I overcharge them on rent.",0.0,1.0,0.0,0.0,1.0
SBIC-359,"I assume you went to the High Caliber gun show in Houston , I usually go when they are in Conroe and I know the feeling the last two or three times I did n't get much or see anything that really caught my eye .",0.0,0.0,0.0,0.0,0.0
SBIC-360,"I ate my wife alive! She liked it and we're both doing well, what did you expect, you pervert?",0.0,0.0,0.0,0.0,0.0
SBIC-361,I bet my friend $6 I could get him laid The man from the woods was very excited,0.0,0.0,0.0,0.0,0.0
SBIC-362,I cant stand that Jamie all through this not 1 person has mentioned the bird hes with get ova it leave @USER alone. Ur ex bird cheated,0.0,0.0,0.0,0.0,0.0
SBIC-363,I clean my own toilet as for public toilets and such there is no dirty work there it is an Economical contribution 2508,0.0,0.0,0.0,0.0,0.0
SBIC-364,I could never be a liberal because I'm positive my head won't fit up my own ass.,1.0,1.0,0.0,1.0,0.0
SBIC-365,"I cringe whenever I see a picture of myself from before 2011, because my eyebrows were just so fucking horrendous",0.0,0.0,0.0,0.0,0.0
SBIC-366,"I did some graffiti on one of the walls of the abortion clinic. ""No Children Allowed""",0.0,0.0,1.0,0.0,0.0
SBIC-367,I don't think Tucker realized how bad it is and Andrew presented the case well!,0.0,0.0,0.0,0.0,0.0
SBIC-368,I don’t know if you guys have ever realized but.. Midget porn is the next best thing to child pornography,1.0,1.0,1.0,1.0,0.0
SBIC-369,I don’t think Muslims would be very good at comedy They’d all just bomb the show,1.0,1.0,1.0,1.0,1.0
SBIC-370,I feel bad for Ethiopian women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1.0,1.0,1.0,1.0,1.0
SBIC-371,I feel bad that my bestfriend got gang raped... And she did not enjoy it as much as I did.,0.0,0.0,1.0,0.0,1.0
SBIC-372,I feel guilty because I know his daughter is feeling it 10x worse....the world is a fucking awful place.,0.0,0.0,0.0,0.0,0.0
SBIC-373,"I feel that since political correctness is such a massive topic it's good to bring it up. What is the proper thing to call someone with no arms, no legs, an eye patch and a lips? Names.",0.0,0.0,0.0,0.0,0.0
SBIC-374,I fucked a spastic the other day. Suffice it to say she had a good time. There was saliva coming out of her mouth and she had a hard time getting her words out.,1.0,0.0,1.0,1.0,1.0
SBIC-375,"I get that, but isn't that what the comment ing is for? If you don't like something or think it looks bad or whatever, leave a comment saying why so I can work to improve my look. [...] I just don't get it.",0.0,0.0,0.0,0.0,0.0
SBIC-376,"I got a handjob from a blind girl, my friend asked me how was it I replied “Ah blind girls—you have to hand it to them”",1.0,0.0,1.0,1.0,1.0
SBIC-377,I got kicked out of my job interview for becoming a Biology teacher.... I guess answering the question “Why do you want this job?” with “To give  10 year olds a practice lesson about my dick”  was an inappropriate response.,0.0,0.0,0.0,0.0,0.0
SBIC-378,I got my son a trampoline but noooo he just sits in a wheelchair and complains.,0.0,0.0,0.0,0.0,0.0
SBIC-379,I got sick after my friend gave me... A box of dynamite.,0.0,0.0,0.0,0.0,0.0
SBIC-380,"I guess in that case , I will just grow a big fro , and it 's no big deal .",0.0,0.0,0.0,0.0,0.0
SBIC-381,I guess the police have a history with this person repeatedly losing their dogs or something? Something bad has them very unhappy.,0.0,0.0,0.0,0.0,0.0
SBIC-382,I had no idea that Alabama had this many retarded Democrats in it!,1.0,1.0,1.0,1.0,1.0
SBIC-383,I hate The fucking police and I hate the attitude that they have a soon as they fucking speak to you,0.0,0.0,0.0,0.0,1.0
SBIC-384,I hate jokes about 9/11 victims they always fall flat,0.0,1.0,0.0,0.0,0.0
SBIC-385,"I hate when people say tomatoes are fruits and not vegetables. If a gay dude in a wheelchair can be both, why can't a tomato.",1.0,1.0,1.0,1.0,1.0
SBIC-386,"I have concluded from the ""Death Wish"" controversy that the left is now trying to portray Jews as Fascists, so they can combine all of their hatreds into a single category to save headspace in their small minds.",1.0,1.0,1.0,1.0,1.0
SBIC-387,I have never heard a song by this idiot negro but the press is always talking about everything he says or does .,1.0,1.0,1.0,1.0,1.0
SBIC-388,I have one more day of fucking school. God nansemond is fucking retarded,0.0,0.0,0.0,1.0,1.0
SBIC-389,I heard today that the niggers were freed from their owners. Then my slave woke me up. What a nightmare!,1.0,1.0,1.0,1.0,1.0
SBIC-390,"I held a bingo game in Iraq. When I said,""B-52!"". everyone left.",0.0,0.0,0.0,0.0,0.0
SBIC-391,I hope Trump doesn't casually mention at his next rally how rape culture is tolerated in professional and college sports.,0.0,0.0,0.0,0.0,0.0
SBIC-392,I hope you all accidentally get a fat black bitch pregnant,1.0,1.0,1.0,1.0,1.0
SBIC-393,I joined a suicide cult today It’s known as the American Public School System,0.0,0.0,0.0,0.0,1.0
SBIC-394,"I just can't get over how wadhwa wouldn't believe that woman was a dev because on Twitter, you can ""be anybody""",0.0,0.0,0.0,0.0,1.0
SBIC-395,"I just think that the feminist movement glorifies obesity. It should focus on being healthy, because what it's doing now is just as bad as the mainstream media!",0.0,0.0,0.0,1.0,0.0
SBIC-396,I keep trying to understand the phenomenon of why adults are so literal when children are so imaginative. Toys are a caricature of reality,0.0,0.0,0.0,0.0,0.0
SBIC-397,I kinda regret looking up articles about Gilbert Baker on FB.. so many people celebrating his death. that's fuckin' twisted man,0.0,0.0,0.0,0.0,0.0
SBIC-398,I like my girlfriends like I like my dogs Rescued from a young age and stays in their cage,1.0,1.0,0.0,0.0,1.0
SBIC-399,I like my grilled cheese like how I like my Vietnamese villagers. Yellow and Melted.,1.0,1.0,1.0,1.0,1.0
SBIC-400,I like my shoes like I like my women In the corner tied up,1.0,1.0,1.0,1.0,0.0
SBIC-401,"I like my women like I like my chicken. Dead at a young age, drugged, and burnt.",1.0,1.0,1.0,1.0,1.0
